date,München_Hbf.in,München_Hbf.out,München-Pasing.in,München-Pasing.out,Augsburg_Hbf.in,Augsburg_Hbf.out,Ulm_Hbf.in,Ulm_Hbf.out,Stuttgart_Hbf.in,Stuttgart_Hbf.out,Mannheim_Hbf.in,Mannheim_Hbf.out,Frankfurt(M)_Flughafen_Fernbf.in,Frankfurt(M)_Flughafen_Fernbf.out,Siegburg/Bonn.in,Siegburg/Bonn.out,Köln_Hbf.in,Köln_Hbf.out,Düsseldorf_Hbf.in,Düsseldorf_Hbf.out,Wuppertal_Hbf.in,Wuppertal_Hbf.out,Duisburg_Hbf.in,Duisburg_Hbf.out,Hagen_Hbf.in,Hagen_Hbf.out,Oberhausen_Hbf.in,Oberhausen_Hbf.out,Essen_Hbf.in,Essen_Hbf.out,Bochum_Hbf.in,Bochum_Hbf.out,Solingen_Hbf.in,Solingen_Hbf.out,Dortmund_Hbf.in,Dortmund_Hbf.out,Münster(Westf)Hbf.in,Münster(Westf)Hbf.out,Osnabrück_Hbf.in,Osnabrück_Hbf.out,Bremen_Hbf.in,Bremen_Hbf.out,Hamburg-Harburg.in,Hamburg-Harburg.out,Emden_Außenhafen.in,Emden_Außenhafen.out,Emden_Hbf.in,Emden_Hbf.out,Leer(Ostfriesl).in,Leer(Ostfriesl).out,Papenburg(Ems).in,Papenburg(Ems).out,Meppen.in,Meppen.out,Lingen(Ems).in,Lingen(Ems).out,Rheine.in,Rheine.out,Hamburg_Hbf.in,Hamburg_Hbf.out,Hamburg_Dammtor.in,Hamburg_Dammtor.out,Hamburg-Altona.in,Hamburg-Altona.out
2024-04-30,-1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,0.0,0.0,3.0,2.0,14.0,15.0,0.0,0.0,15.0,16.0,0.0,0.0,0.0,0.0,17.0,19.0,18.0,19.0,0.0,0.0,21.0,21.0,78.0,78.0,80.0,81.0,81.0,81.0,87.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,-1.0,-1.0,92.0,-1.0,-1.0
2024-04-29,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,6.0,0.0,0.0,5.0,4.0,4.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,7.0,0.0,0.0,5.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,2.0,-1.0
2024-04-28,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,7.0,6.0,5.0,2.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,15.0,15.0,13.0,-1.0
2024-04-26,-1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,4.0,3.0,2.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,-1.0,-1.0,0.0,0.0,22.0,25.0,31.0,30.0,31.0,32.0,26.0,27.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,36.0,36.0,36.0,-1.0
2024-04-25,-1.0,0.0,3.0,3.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,4.0,3.0,5.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,7.0,7.0,0.0,0.0,6.0,5.0,6.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,9.0,9.0,7.0,-1.0
2024-04-24,-1.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,1.0,29.0,25.0,26.0,27.0,0.0,0.0,30.0,29.0,33.0,33.0,0.0,0.0,36.0,37.0,0.0,0.0,0.0,0.0,38.0,40.0,41.0,41.0,0.0,0.0,41.0,41.0,44.0,43.0,41.0,42.0,41.0,41.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,41.0,39.0,41.0,-1.0
2024-04-23,-1.0,0.0,-1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,5.0,0.0,0.0,5.0,4.0,6.0,6.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,10.0,10.0,11.0,11.0,0.0,0.0,8.0,8.0,8.0,7.0,5.0,5.0,1.0,2.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,18.0,-1.0
2024-04-22,-1.0,1.0,1.0,1.0,4.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,5.0,4.0,3.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,0.0,0.0,3.0,1.0,8.0,6.0,4.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,-1.0
2024-04-21,-1.0,0.0,0.0,0.0,5.0,5.0,6.0,15.0,9.0,9.0,6.0,3.0,6.0,10.0,0.0,0.0,5.0,5.0,5.0,7.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,10.0,10.0,14.0,16.0,0.0,0.0,16.0,16.0,22.0,22.0,22.0,24.0,27.0,31.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,34.0,36.0,36.0,35.0,-1.0
2024-04-20,-1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,5.0,4.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0
2024-04-19,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,2.0,1.0,5.0,4.0,4.0,6.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,9.0,9.0,8.0,8.0,0.0,0.0,7.0,7.0,8.0,7.0,4.0,5.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,5.0,3.0,-1.0
2024-04-17,-1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,9.0,8.0,8.0,5.0,4.0,5.0,0.0,0.0,28.0,27.0,30.0,30.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,31.0,31.0,30.0,31.0,0.0,0.0,33.0,32.0,31.0,29.0,28.0,29.0,23.0,24.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,21.0,-1.0
2024-04-16,-1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,3.0,1.0,14.0,17.0,0.0,0.0,17.0,16.0,19.0,19.0,0.0,0.0,30.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,30.0,30.0,0.0,0.0,29.0,27.0,30.0,29.0,27.0,28.0,22.0,23.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,29.0,-1.0,-1.0,-1.0
2024-04-15,-1.0,1.0,0.0,1.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,20.0,22.0,0.0,0.0,0.0,0.0,22.0,23.0,22.0,23.0,0.0,0.0,21.0,20.0,25.0,24.0,22.0,23.0,15.0,17.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,22.0,22.0,20.0,-1.0
2024-04-14,-1.0,1.0,1.0,3.0,6.0,7.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0
2024-04-13,-1.0,0.0,4.0,5.0,0.0,0.0,2.0,2.0,10.0,1.0,1.0,3.0,4.0,6.0,0.0,0.0,9.0,2.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,4.0,-1.0
2024-04-12,-1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,4.0,3.0,5.0,5.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,7.0,6.0,5.0,7.0,0.0,0.0,5.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,2.0,-1.0
2024-04-11,-1.0,0.0,0.0,1.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,6.0,8.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,5.0,0.0,0.0,3.0,3.0,9.0,7.0,6.0,6.0,1.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,-1.0
2024-04-10,-1.0,0.0,4.0,0.0,4.0,4.0,4.0,6.0,8.0,6.0,5.0,2.0,4.0,6.0,0.0,0.0,3.0,2.0,34.0,33.0,0.0,0.0,33.0,33.0,0.0,0.0,33.0,32.0,33.0,33.0,36.0,37.0,0.0,0.0,36.0,36.0,40.0,39.0,37.0,38.0,36.0,36.0,35.0,34.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,44.0,43.0,44.0,-1.0
2024-04-09,-1.0,0.0,14.0,8.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,8.0,10.0,0.0,0.0,6.0,5.0,4.0,4.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,6.0,4.0,-1.0
2024-04-08,-1.0,2.0,-1.0,3.0,5.0,5.0,6.0,7.0,0.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,5.0,5.0,8.0,12.0,0.0,0.0,19.0,20.0,0.0,0.0,0.0,-1.0,20.0,21.0,21.0,21.0,0.0,0.0,18.0,18.0,18.0,16.0,13.0,14.0,7.0,8.0,6.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,14.0,13.0,12.0,-1.0
2024-04-07,-1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0,2.0,-1.0
2024-04-06,-1.0,1.0,0.0,1.0,0.0,12.0,10.0,10.0,4.0,4.0,2.0,1.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,2.0,-1.0
