date,Frankfurt(M)_Flughafen_Fernbf.in,Frankfurt(M)_Flughafen_Fernbf.out,Hanau_Hbf.in,Hanau_Hbf.out,Fulda.in,Fulda.out,Kassel-Wilhelmshöhe.in,Kassel-Wilhelmshöhe.out,Göttingen.in,Göttingen.out,Hildesheim_Hbf.in,Hildesheim_Hbf.out,Braunschweig_Hbf.in,Braunschweig_Hbf.out,Wolfsburg_Hbf.in,Wolfsburg_Hbf.out,Stendal_Hbf.in,Stendal_Hbf.out,Berlin-Spandau.in,Berlin-Spandau.out,Berlin_Hbf.in,Berlin_Hbf.out,Berlin_Südkreuz.in,Berlin_Südkreuz.out
2024-05-08,-1.0,42.0,49.0,48.0,43.0,43.0,48.0,47.0,54.0,51.0,57.0,58.0,56.0,56.0,55.0,55.0,58.0,59.0,56.0,55.0,55.0,54.0,-1.0,-1.0
2024-05-07,-1.0,1.0,8.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0
2024-05-06,-1.0,1.0,12.0,12.0,0.0,0.0,3.0,1.0,2.0,3.0,18.0,19.0,18.0,19.0,19.0,19.0,18.0,19.0,18.0,18.0,19.0,18.0,20.0,-1.0
2024-05-05,-1.0,-1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0
2024-05-04,-1.0,17.0,23.0,22.0,13.0,26.0,29.0,27.0,24.0,21.0,18.0,18.0,15.0,15.0,15.0,15.0,14.0,18.0,17.0,16.0,31.0,31.0,37.0,-1.0
2024-05-03,-1.0,1.0,12.0,12.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,17.0,18.0,18.0,18.0,23.0,23.0,28.0,28.0,26.0,-1.0
2024-05-02,-1.0,2.0,10.0,10.0,2.0,1.0,2.0,7.0,10.0,10.0,7.0,8.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,7.0,7.0,6.0,-1.0
2024-05-01,-1.0,1.0,8.0,7.0,0.0,0.0,1.0,2.0,2.0,4.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,-1.0
2024-04-30,-1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,8.0,7.0,7.0,11.0,7.0,10.0,-1.0
2024-04-29,-1.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,6.0,3.0,3.0,4.0,3.0,4.0,-1.0
2024-04-28,-1.0,1.0,1.0,1.0,1.0,15.0,27.0,25.0,24.0,24.0,21.0,22.0,23.0,24.0,23.0,24.0,22.0,23.0,19.0,18.0,20.0,17.0,21.0,-1.0
2024-04-27,-1.0,1.0,3.0,2.0,47.0,47.0,62.0,65.0,63.0,62.0,64.0,65.0,64.0,65.0,63.0,65.0,65.0,66.0,67.0,66.0,69.0,68.0,68.0,-1.0
2024-04-26,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,6.0,5.0,6.0,-1.0
2024-04-25,-1.0,1.0,10.0,11.0,1.0,2.0,1.0,4.0,7.0,6.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,-1.0
2024-04-24,-1.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,-1.0
2024-04-22,-1.0,34.0,35.0,35.0,11.0,11.0,14.0,14.0,5.0,2.0,9.0,10.0,7.0,7.0,6.0,5.0,8.0,9.0,8.0,8.0,12.0,12.0,11.0,-1.0
2024-04-21,-1.0,12.0,0.0,0.0,29.0,29.0,36.0,36.0,19.0,18.0,14.0,15.0,13.0,12.0,11.0,11.0,9.0,10.0,5.0,3.0,7.0,7.0,4.0,-1.0
2024-04-20,-1.0,24.0,35.0,35.0,20.0,19.0,20.0,21.0,2.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0,6.0,7.0,4.0,4.0,3.0,3.0,2.0,-1.0
2024-04-19,-1.0,35.0,35.0,35.0,23.0,22.0,26.0,27.0,6.0,6.0,6.0,10.0,12.0,12.0,11.0,12.0,11.0,12.0,10.0,10.0,13.0,12.0,12.0,-1.0
2024-04-18,-1.0,2.0,18.0,18.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,3.0,8.0,8.0,6.0,5.0,5.0,4.0,4.0,-1.0
2024-04-17,-1.0,2.0,3.0,2.0,0.0,1.0,4.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.0,89.0,87.0,89.0,84.0,83.0,86.0,85.0,84.0,-1.0
2024-04-16,-1.0,1.0,22.0,20.0,16.0,16.0,10.0,11.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,-1.0
2024-04-15,-1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,-1.0
2024-04-14,-1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,-1.0
2024-04-13,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,5.0,5.0,8.0,8.0,7.0,6.0,6.0,5.0,4.0,-1.0
2024-04-12,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,2.0,2.0,0.0,0.0,0.0,-1.0,2.0,1.0,0.0,-1.0,1.0,1.0,0.0,-1.0
2024-04-11,-1.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,7.0,8.0,5.0,6.0,3.0,4.0,3.0,3.0,2.0,2.0,0.0,-1.0,2.0,2.0,2.0,-1.0
2024-04-10,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,-1.0,-1.0
2024-04-09,-1.0,15.0,16.0,17.0,29.0,28.0,26.0,27.0,22.0,24.0,21.0,22.0,23.0,24.0,23.0,23.0,22.0,23.0,66.0,66.0,66.0,65.0,68.0,-1.0
2024-04-07,-1.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,-1.0
2024-04-06,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,-1.0
2024-04-05,-1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0
2024-04-04,-1.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,7.0,8.0,9.0,15.0,15.0,16.0,-1.0
2024-04-03,-1.0,4.0,17.0,17.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,5.0,4.0,4.0,6.0,8.0,6.0,6.0,10.0,6.0,13.0,-1.0
2024-04-01,-1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,5.0,11.0,12.0,10.0,13.0,8.0,8.0,9.0,9.0,9.0,-1.0
