date,Frankfurt(M)_Flughafen_Fernbf.in,Frankfurt(M)_Flughafen_Fernbf.out,Hanau_Hbf.in,Hanau_Hbf.out,Fulda.in,Fulda.out,Kassel-Wilhelmshöhe.in,Kassel-Wilhelmshöhe.out,Göttingen.in,Göttingen.out,Hildesheim_Hbf.in,Hildesheim_Hbf.out,Braunschweig_Hbf.in,Braunschweig_Hbf.out,Wolfsburg_Hbf.in,Wolfsburg_Hbf.out,Stendal_Hbf.in,Stendal_Hbf.out,Berlin-Spandau.in,Berlin-Spandau.out,Berlin_Hbf.in,Berlin_Hbf.out,Berlin_Südkreuz.in,Berlin_Südkreuz.out
2024-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,10.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,8.0,12.0,12.0,15.0,15.0,13.0,-1.0
2024-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,7.0,5.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,10.0,10.0,14.0,13.0,12.0,-1.0
2024-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0
2024-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,-1.0,-1.0
2024-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10.0,11.0,11.0,10.0,12.0,12.0,9.0,-1.0
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,13.0,14.0,22.0,21.0,20.0,-1.0
2024-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,12.0,14.0,15.0,11.0,12.0,11.0,11.0,11.0,12.0,11.0,10.0,12.0,12.0,12.0,-1.0
2024-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,17.0,18.0,20.0,19.0,19.0,-1.0
2024-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,-1.0
2024-05-09,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,-1.0,-1.0
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,18.0,16.0,20.0,16.0,16.0,21.0,21.0,21.0,23.0,22.0,22.0,23.0,22.0,22.0,-1.0
2024-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,20.0,18.0,18.0,18.0,19.0,20.0,20.0,19.0,20.0,21.0,20.0,24.0,24.0,20.0,-1.0
2024-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,-1.0
2024-05-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,12.0,14.0,14.0,22.0,21.0,23.0,19.0,19.0,-1.0
2024-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
2024-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,10.0,42.0,43.0,43.0,44.0,51.0,51.0,51.0,52.0,53.0,52.0,65.0,61.0,66.0,-1.0
2024-05-01,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,57.0,67.0,66.0,66.0,67.0,67.0,66.0,69.0,65.0,65.0,66.0,65.0,65.0,-1.0
2024-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,2.0,0.0,1.0,9.0,9.0,10.0,14.0,15.0,15.0,19.0,18.0,16.0,-1.0
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,30.0,28.0,28.0,25.0,25.0,32.0,32.0,32.0,33.0,29.0,28.0,44.0,42.0,47.0,-1.0
2024-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,17.0,22.0,23.0,23.0,23.0,27.0,28.0,34.0,36.0,40.0,40.0,48.0,48.0,47.0,-1.0
2024-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,23.0,21.0,22.0,21.0,21.0,23.0,23.0,22.0,23.0,21.0,20.0,24.0,23.0,20.0,-1.0
2024-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0,3.0,1.0,2.0,6.0,7.0,7.0,8.0,4.0,5.0,7.0,5.0,6.0,-1.0
2024-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0
2024-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,33.0,30.0,31.0,27.0,27.0,26.0,26.0,25.0,26.0,27.0,27.0,30.0,29.0,34.0,-1.0
2024-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,26.0,23.0,23.0,20.0,20.0,19.0,19.0,18.0,19.0,23.0,22.0,27.0,27.0,26.0,-1.0
2024-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,-1.0
2024-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,8.0,9.0,7.0,5.0,11.0,7.0,8.0,-1.0
2024-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,8.0,10.0,11.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,5.0,-1.0
2024-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.0,2.0,3.0,8.0,13.0,15.0,15.0,20.0,21.0,24.0,23.0,28.0,28.0,32.0,-1.0
2024-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,7.0,8.0,5.0,5.0,5.0,5.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,-1.0
2024-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4.0,3.0,3.0,1.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.0,5.0,7.0,5.0,-1.0
2024-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0
2024-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,-1.0
2024-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0
2024-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,1.0,2.0,0.0,2.0,6.0,8.0,8.0,9.0,8.0,7.0,12.0,12.0,11.0,-1.0
2024-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,45.0,50.0,51.0,48.0,49.0,54.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.0,-1.0,-1.0
2024-04-09,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,19.0,19.0,19.0,19.0,27.0,40.0,41.0,48.0,47.0,54.0,52.0,52.0,-1.0
2024-04-08,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,19.0,17.0,18.0,17.0,17.0,23.0,25.0,34.0,33.0,37.0,37.0,47.0,-1.0
2024-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,8.0,8.0,7.0,7.0,10.0,10.0,17.0,18.0,21.0,21.0,22.0,21.0,20.0,-1.0
2024-04-06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,31.0,32.0,30.0,30.0,66.0,67.0,98.0,102.0,105.0,104.0,105.0,105.0,106.0,-1.0
2024-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,11.0,9.0,10.0,14.0,15.0,14.0,15.0,14.0,15.0,11.0,10.0,11.0,11.0,11.0,-1.0
2024-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,14.0,12.0,12.0,15.0,15.0,24.0,26.0,32.0,33.0,30.0,30.0,36.0,36.0,37.0,-1.0
2024-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,10.0,9.0,-1.0
2024-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,-1.0
2024-04-01,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,9.0,8.0,9.0,6.0,7.0,-1.0
