date,Passau_Hbf.in,Passau_Hbf.out,Plattling.in,Plattling.out,Straubing.in,Straubing.out,Regensburg_Hbf.in,Regensburg_Hbf.out,Nürnberg_Hbf.in,Nürnberg_Hbf.out,Würzburg_Hbf.in,Würzburg_Hbf.out,Hanau_Hbf.in,Hanau_Hbf.out,Frankfurt(Main)Hbf.in,Frankfurt(Main)Hbf.out,Frankfurt(M)_Flughafen_Fernbf.in,Frankfurt(M)_Flughafen_Fernbf.out,Mainz_Hbf.in,Mainz_Hbf.out,Koblenz_Hbf.in,Koblenz_Hbf.out,Köln_Messe/Deutz_Gl.11-12.in,Köln_Messe/Deutz_Gl.11-12.out,Köln_Messe/Deutz.in,Köln_Messe/Deutz.out,Bonn_Hbf.in,Bonn_Hbf.out,Köln_Hbf.in,Köln_Hbf.out,Düsseldorf_Hbf.in,Düsseldorf_Hbf.out,Duisburg_Hbf.in,Duisburg_Hbf.out,Essen_Hbf.in,Essen_Hbf.out,Solingen_Hbf.in,Solingen_Hbf.out,Münster(Westf)Hbf.in,Münster(Westf)Hbf.out,Hamburg-Harburg.in,Hamburg-Harburg.out,Hamburg_Hbf.in,Hamburg_Hbf.out,Hamburg-Altona.in,Hamburg-Altona.out
2024-05-20,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,13.0,14.0,13.0,13.0,12.0,12.0,10.0,10.0,0.0,0.0,10.0,9.0,0.0,0.0,2.0,7.0,4.0,0.0
2024-05-19,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,15.0,15.0,13.0,13.0,7.0,8.0,6.0,6.0,5.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,162.0,162.0,160.0,159.0,162.0,162.0,158.0,0.0
2024-05-18,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,27.0,28.0,0.0,0.0,0.0,0.0,31.0,30.0,36.0,36.0,41.0,42.0,42.0,43.0,42.0,42.0,0.0,0.0,55.0,56.0,48.0,48.0,49.0,49.0,0.0,0.0
2024-05-17,0.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,3.0,3.0,3.0,3.0,7.0,8.0,3.0,3.0,6.0,5.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,8.0,8.0,13.0,12.0,12.0,13.0,13.0,14.0,0.0,0.0,13.0,13.0,10.0,10.0,13.0,12.0,12.0,0.0
2024-05-16,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,5.0,6.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,8.0,10.0,12.0,13.0,13.0,12.0,11.0,0.0,0.0,10.0,10.0,6.0,6.0,18.0,18.0,20.0,0.0
2024-05-15,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,6.0,5.0,2.0,0.0
2024-05-14,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,10.0,9.0,17.0,17.0,18.0,18.0,14.0,16.0,15.0,14.0,11.0,11.0,6.0,6.0,5.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,8.0,7.0,7.0,7.0,14.0,0.0,0.0,28.0,27.0,20.0,20.0,22.0,22.0,29.0,0.0
2024-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,7.0,6.0,5.0,1.0,1.0,0.0,1.0,7.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,6.0,5.0,5.0,0.0,0.0,20.0,21.0,15.0,15.0,16.0,16.0,14.0,0.0
2024-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,5.0,4.0,4.0,11.0,13.0,13.0,12.0,11.0,12.0,0.0,0.0,0.0,0.0,27.0,28.0,35.0,37.0,37.0,38.0,0.0,0.0,41.0,43.0,49.0,49.0,51.0,58.0,55.0,0.0
2024-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,90.0,90.0,127.0,128.0,0.0,0.0,128.0,128.0,163.0,167.0,167.0,166.0,174.0,175.0,0.0,0.0,182.0,182.0,221.0,221.0,0.0,253.0,0.0,0.0
2024-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,3.0,6.0,6.0,6.0,6.0,5.0,23.0,0.0,0.0,22.0,22.0,15.0,15.0,17.0,17.0,14.0,0.0
2024-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,11.0,11.0,12.0,13.0,14.0,14.0,0.0,0.0,11.0,13.0,16.0,15.0,20.0,19.0,15.0,0.0
2024-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,6.0,6.0,7.0,7.0,14.0,15.0,15.0,15.0,0.0,0.0,16.0,16.0,20.0,20.0,22.0,22.0,19.0,0.0
2024-05-07,0.0,0.0,2.0,2.0,2.0,3.0,5.0,4.0,7.0,5.0,8.0,7.0,5.0,5.0,8.0,13.0,12.0,10.0,10.0,9.0,5.0,6.0,0.0,0.0,0.0,0.0,9.0,9.0,10.0,10.0,8.0,8.0,10.0,9.0,9.0,9.0,0.0,0.0,9.0,8.0,9.0,8.0,12.0,5.0,8.0,0.0
2024-05-06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,8.0,10.0,11.0,12.0,11.0,12.0,0.0,0.0,8.0,8.0,7.0,7.0,8.0,7.0,5.0,0.0
2024-05-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,8.0,7.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,0.0,1.0,2.0,1.0,1.0,7.0,7.0,9.0,0.0
2024-05-04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,3.0,6.0,12.0,12.0,10.0,5.0,6.0,1.0,8.0,0.0,0.0,0.0,0.0,15.0,15.0,16.0,17.0,23.0,24.0,31.0,31.0,31.0,32.0,0.0,0.0,29.0,28.0,24.0,23.0,24.0,24.0,20.0,0.0
2024-05-03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,8.0,0.0,0.0,5.0,5.0,1.0,0.0,2.0,2.0,0.0,0.0
2024-05-02,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,10.0,9.0,11.0,17.0,16.0,17.0,18.0,0.0,0.0,31.0,32.0,39.0,38.0,42.0,42.0,47.0,0.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,7.0,8.0,6.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,4.0,3.0,7.0,9.0,9.0,9.0,10.0,0.0,0.0,16.0,16.0,14.0,13.0,15.0,15.0,11.0,0.0
2024-04-30,0.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,18.0,18.0,21.0,21.0,20.0,21.0,16.0,17.0,15.0,15.0,15.0,17.0,40.0,40.0,0.0,0.0,0.0,0.0,42.0,42.0,43.0,42.0,43.0,44.0,45.0,45.0,47.0,48.0,0.0,0.0,45.0,46.0,95.0,95.0,98.0,97.0,97.0,0.0
2024-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,6.0,5.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,24.0,22.0,24.0,32.0,31.0,31.0,37.0,0.0,0.0,37.0,37.0,46.0,45.0,51.0,51.0,59.0,0.0
2024-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,13.0,14.0,14.0,14.0,14.0,13.0,13.0,13.0,0.0,0.0,10.0,11.0,9.0,9.0,10.0,11.0,6.0,0.0
2024-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,3.0,3.0,7.0,7.0,12.0,11.0,0.0,0.0,45.0,47.0,43.0,43.0,44.0,44.0,41.0,0.0
2024-04-26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,5.0,6.0,4.0,7.0,1.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,28.0,28.0,31.0,29.0,31.0,32.0,38.0,37.0,37.0,37.0,0.0,0.0,49.0,49.0,104.0,103.0,0.0,0.0,0.0,0.0
2024-04-25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,10.0,11.0,7.0,12.0,12.0,11.0,13.0,15.0,11.0,12.0,0.0,0.0,0.0,0.0,13.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,0.0,0.0,12.0,12.0,11.0,11.0,30.0,30.0,30.0,0.0
2024-04-24,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,38.0,37.0,37.0,39.0,40.0,0.0,0.0,29.0,28.0,27.0,28.0,28.0,29.0,0.0,0.0,0.0,0.0,39.0,38.0,47.0,47.0,53.0,53.0,56.0,56.0,55.0,56.0,0.0,0.0,58.0,58.0,56.0,55.0,56.0,56.0,0.0,0.0
2024-04-23,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,7.0,7.0,5.0,6.0,7.0,8.0,6.0,6.0,6.0,5.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,10.0,16.0,16.0,15.0,16.0,17.0,18.0,17.0,18.0,0.0,0.0,22.0,22.0,25.0,25.0,29.0,29.0,34.0,0.0
2024-04-22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,3.0,2.0,6.0,7.0,8.0,8.0,9.0,10.0,0.0,0.0,10.0,11.0,1.0,1.0,6.0,7.0,3.0,0.0
2024-04-21,0.0,5.0,20.0,18.0,17.0,18.0,21.0,21.0,20.0,20.0,28.0,28.0,41.0,43.0,43.0,43.0,44.0,43.0,40.0,42.0,39.0,39.0,0.0,0.0,0.0,0.0,39.0,41.0,40.0,39.0,38.0,38.0,41.0,41.0,40.0,40.0,0.0,0.0,42.0,43.0,35.0,36.0,39.0,0.0,0.0,0.0
2024-04-20,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,10.0,11.0,14.0,14.0,0.0,0.0,0.0,0.0,20.0,20.0,25.0,23.0,22.0,22.0,34.0,34.0,34.0,34.0,0.0,0.0,54.0,55.0,47.0,48.0,50.0,50.0,60.0,0.0
2024-04-19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,14.0,16.0,14.0,15.0,11.0,11.0,17.0,17.0,15.0,15.0,12.0,13.0,0.0,0.0,0.0,0.0,25.0,25.0,28.0,27.0,26.0,27.0,33.0,35.0,0.0,0.0,0.0,0.0,40.0,43.0,43.0,42.0,44.0,42.0,41.0,0.0
2024-04-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.0,8.0,5.0,5.0,4.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,10.0,13.0,13.0,12.0,15.0,16.0,17.0,0.0,0.0,0.0,0.0,19.0,19.0,13.0,12.0,14.0,14.0,9.0,0.0
2024-04-17,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,28.0,28.0,31.0,31.0,0.0,0.0,20.0,19.0,16.0,16.0,15.0,15.0,0.0,0.0,0.0,0.0,19.0,19.0,21.0,20.0,19.0,20.0,22.0,22.0,0.0,0.0,0.0,0.0,17.0,18.0,7.0,7.0,9.0,9.0,5.0,0.0
2024-04-16,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,5.0,5.0,6.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,11.0,13.0,8.0,8.0,13.0,13.0,11.0,0.0
2024-04-15,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,4.0,5.0,4.0,1.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,12.0,12.0,10.0,10.0,12.0,12.0,13.0,0.0
2024-04-14,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,0.0,1.0,0.0,2.0,7.0,12.0,6.0,8.0,0.0,0.0,0.0,0.0,12.0,12.0,17.0,17.0,0.0,0.0,0.0,0.0,11.0,11.0,7.0,7.0,10.0,10.0,6.0,0.0
2024-04-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,4.0,4.0,4.0,2.0,3.0,5.0,6.0,3.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,9.0,9.0,0.0,0.0,0.0,0.0,15.0,16.0,13.0,13.0,13.0,12.0,10.0,0.0
2024-04-12,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,3.0,4.0,7.0,7.0,6.0,7.0,7.0,5.0,5.0,5.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,11.0,12.0,22.0,23.0,0.0,0.0,0.0,0.0,28.0,28.0,27.0,26.0,28.0,28.0,27.0,0.0
2024-04-11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,13.0,13.0,11.0,11.0,11.0,12.0,9.0,9.0,8.0,7.0,4.0,5.0,2.0,2.0,10.0,9.0,5.0,8.0,0.0,0.0,0.0,0.0,9.0,9.0,25.0,26.0,0.0,0.0,0.0,0.0,24.0,24.0,23.0,23.0,23.0,23.0,19.0,0.0
2024-04-10,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,19.0,18.0,16.0,22.0,22.0,23.0,22.0,25.0,25.0,23.0,17.0,17.0,14.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0,16.0,18.0,18.0,0.0,0.0,0.0,0.0,16.0,21.0,39.0,40.0,41.0,41.0,42.0,0.0
2024-04-09,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,10.0,9.0,8.0,9.0,11.0,11.0,7.0,12.0,10.0,10.0,7.0,7.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,11.0,12.0,5.0,4.0,8.0,8.0,3.0,0.0
2024-04-08,0.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,5.0,5.0,2.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,5.0,10.0,10.0,0.0,0.0,7.0,8.0,10.0,10.0,12.0,12.0,17.0,17.0,0.0,0.0,0.0,0.0,14.0,14.0,12.0,12.0,22.0,21.0,19.0,0.0
2024-04-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-06,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-05,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,9.0,10.0,5.0,7.0,8.0,7.0,3.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,13.0,15.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-04,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,4.0,4.0,4.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,9.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-03,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,8.0,0.0,0.0,0.0,0.0,12.0,12.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-02,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,5.0,1.0,3.0,3.0,4.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,0.0,8.0,6.0,5.0,3.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
